Timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Other,Markers
1676832726.6672812,-177.734375,-217.7734375,-521.97265625,-1000.0,-1000.0,Stimulus 1
1676832726.6711874,-995.60546875,991.69921875,832.03125,-701.66015625,-701.66015625,Stimulus 1
1676832726.6750937,-954.1015625,-971.19140625,-897.94921875,663.0859375,663.0859375,Stimulus 1
1676832726.656125,-84.47265625,-133.30078125,-48.33984375,-831.54296875,-831.54296875,Stimulus 1
1676832726.6600313,-1000.0,-1000.0,-1000.0,167.48046875,167.48046875,Stimulus 1
1676832726.6639376,-172.36328125,-377.9296875,-612.3046875,-1000.0,-1000.0,Stimulus 1
1676832726.6678438,987.3046875,914.55078125,734.375,-927.734375,-927.734375,Stimulus 1
1676832726.67175,-925.29296875,-913.0859375,-858.88671875,370.60546875,370.60546875,Stimulus 1
1676832726.6756563,124.51171875,22.94921875,90.33203125,-790.52734375,-790.52734375,Stimulus 1
1676832726.6795626,-1000.0,-1000.0,-1000.0,151.85546875,151.85546875,Stimulus 1
1676832726.6834688,-258.7890625,-554.6875,-780.2734375,-1000.0,-1000.0,Stimulus 1
1676832726.687375,969.7265625,807.12890625,554.19921875,-1000.0,-1000.0,Stimulus 1
1676832726.6912813,-916.015625,-857.91015625,-820.80078125,200.68359375,200.68359375,Stimulus 1
1676832726.6951876,226.07421875,185.05859375,144.53125,-771.484375,-771.484375,Stimulus 1
1676832726.6990938,-1000.0,-1000.0,-1000.0,200.1953125,200.1953125,Stimulus 1
1676832726.700125,-400.390625,-822.75390625,-942.87109375,-1000.0,-1000.0,Stimulus 1
1676832726.7040312,925.29296875,536.1328125,313.96484375,-1000.0,-1000.0,Stimulus 1
1676832726.7079375,-901.85546875,-809.5703125,-788.0859375,-53.22265625,-53.22265625,Stimulus 1
1676832726.7118437,217.7734375,160.64453125,184.08203125,-793.45703125,-793.45703125,Stimulus 1
1676832726.71575,-1000.0,-1000.0,-1000.0,373.046875,373.046875,Stimulus 1
1676832726.7196562,-578.61328125,-955.56640625,-1000.0,-931.640625,-931.640625,Stimulus 1
1676832726.7235625,817.87109375,319.82421875,-14.16015625,-1000.0,-1000.0,Stimulus 1
1676832726.7274687,-861.81640625,-783.69140625,-819.3359375,-193.84765625,-193.84765625,Stimulus 1
1676832726.731375,230.46875,139.6484375,284.66796875,-849.12109375,-849.12109375,Stimulus 1
1676832726.7352812,-1000.0,-1000.0,-975.5859375,545.41015625,545.41015625,Stimulus 1
1676832726.7391875,-843.26171875,-1000.0,-1000.0,-831.54296875,-831.54296875,Stimulus 1
1676832726.7430937,500.0,14.16015625,-238.28125,-1000.0,-1000.0,Stimulus 1
1676832726.745125,-805.17578125,-774.90234375,-836.42578125,-222.65625,-222.65625,Stimulus 1
1676832726.7490313,341.796875,271.97265625,380.37109375,-913.57421875,-913.57421875,Stimulus 1
1676832726.7529376,-967.7734375,-976.5625,-944.82421875,759.27734375,759.27734375,Stimulus 1
1676832726.7568438,-1000.0,-1000.0,-1000.0,-602.05078125,-602.05078125,Stimulus 1
1676832726.76075,154.78515625,-156.73828125,-241.2109375,-1000.0,-1000.0,Stimulus 1
1676832726.7646563,-792.48046875,-816.89453125,-932.6171875,-183.10546875,-183.10546875,Stimulus 1
1676832726.7685626,515.13671875,443.84765625,710.44921875,-990.72265625,-990.72265625,Stimulus 1
1676832726.7724688,-852.05078125,-904.296875,-587.40234375,-997.55859375,-997.55859375,Stimulus 1
1676832726.776375,-1000.0,-1000.0,-1000.0,-179.19921875,-179.19921875,Stimulus 1
1676832726.7802813,27.83203125,-236.328125,-212.40234375,-1000.0,-1000.0,Stimulus 1
1676832726.7841876,-875.9765625,-890.13671875,-1000.0,-284.66796875,-284.66796875,Stimulus 1
1676832726.7880938,784.66796875,683.59375,-993.65234375,961.9140625,961.9140625,Stimulus 1
1676832726.785125,-531.73828125,-706.54296875,-192.3828125,-942.87109375,-942.87109375,Stimulus 1
1676832726.7890313,-1000.0,-1000.0,-1000.0,-41.9921875,-41.9921875,Stimulus 1
1676832726.7929375,-80.078125,-201.171875,-295.8984375,-1000.0,-1000.0,Stimulus 1
1676832726.7968438,-965.33203125,-951.66015625,947.265625,-455.078125,-455.078125,Stimulus 1
1676832726.80075,-995.1171875,894.53125,-947.265625,864.74609375,864.74609375,Stimulus 1
1676832726.8046563,-178.22265625,-405.2734375,-73.2421875,-883.7890625,-883.7890625,Stimulus 1
1676832726.8085625,-1000.0,-1000.0,-1000.0,138.671875,138.671875,Stimulus 1
1676832726.8124688,-176.26953125,-223.6328125,-528.80859375,-1000.0,-1000.0,Stimulus 1
1676832726.816375,-998.53515625,988.28125,829.58984375,-709.9609375,-709.9609375,Stimulus 1
1676832726.8202813,-949.70703125,-967.7734375,-896.484375,656.73828125,656.73828125,Stimulus 1
1676832726.8241875,-60.05859375,-123.046875,-48.33984375,-830.56640625,-830.56640625,Stimulus 1
1676832726.8280938,-1000.0,-1000.0,-1000.0,166.50390625,166.50390625,Stimulus 1
1676832726.831125,-174.8046875,-388.18359375,-616.2109375,-1000.0,-1000.0,Stimulus 1
1676832726.8350313,987.79296875,908.203125,729.00390625,-932.6171875,-932.6171875,Stimulus 1
1676832726.8389375,-919.921875,-908.69140625,-857.421875,362.3046875,362.3046875,Stimulus 1
1676832726.8428438,107.421875,37.59765625,90.8203125,-788.0859375,-788.0859375,Stimulus 1
1676832726.84675,-1000.0,-1000.0,-1000.0,145.99609375,145.99609375,Stimulus 1
1676832726.8506563,-195.3125,-556.640625,-777.83203125,-1000.0,-1000.0,Stimulus 1
1676832726.8545625,950.68359375,807.6171875,548.33984375,-1000.0,-1000.0,Stimulus 1
1676832726.8584688,-911.62109375,-858.3984375,-819.82421875,125.0,125.0,Stimulus 1
1676832726.862375,226.5625,184.5703125,145.5078125,-771.97265625,-771.97265625,Stimulus 1
1676832726.8662813,-1000.0,-1000.0,-1000.0,200.1953125,200.1953125,Stimulus 1
1676832726.8701875,-400.390625,-830.078125,-949.21875,-1000.0,-1000.0,Stimulus 1
1676832726.8740938,925.78125,526.3671875,303.7109375,-1000.0,-1000.0,Stimulus 1
1676832726.876125,-901.85546875,-806.15234375,-784.1796875,-31.25,-31.25,Stimulus 1
1676832726.8800313,217.7734375,151.3671875,186.5234375,-795.8984375,-795.8984375,Stimulus 1
1676832726.8839376,-1000.0,-1000.0,-999.51171875,440.4296875,440.4296875,Stimulus 1
1676832726.8878438,-575.68359375,-1000.0,-1000.0,-894.04296875,-894.04296875,Stimulus 1
1676832726.89175,814.94140625,208.49609375,-131.8359375,-1000.0,-1000.0,Stimulus 1
1676832726.8956563,-860.83984375,-770.99609375,-812.98828125,-177.734375,-177.734375,Stimulus 1
1676832726.8995626,282.2265625,139.16015625,289.55078125,-850.09765625,-850.09765625,Stimulus 1
1676832726.9034688,-1000.0,-1000.0,-979.00390625,553.22265625,553.22265625,Stimulus 1
1676832726.907375,-851.5625,-1000.0,-1000.0,-822.265625,-822.265625,Stimulus 1
1676832726.9112813,503.90625,2.44140625,-235.83984375,-1000.0,-1000.0,Stimulus 1
1676832726.9151876,-806.640625,-776.85546875,-836.42578125,-220.21484375,-220.21484375,Stimulus 1
1676832726.9190938,342.28515625,282.2265625,386.23046875,-917.96875,-917.96875,Stimulus 1
1676832726.920125,-967.7734375,-973.14453125,-940.91796875,774.90234375,774.90234375,Stimulus 1
1676832726.9240313,-1000.0,-1000.0,-1000.0,-579.58984375,-579.58984375,Stimulus 1
1676832726.9279375,154.78515625,-160.15625,-245.60546875,-1000.0,-1000.0,Stimulus 1
1676832726.9318438,-792.48046875,-818.84765625,-920.41015625,-190.91796875,-190.91796875,Stimulus 1
1676832726.93575,515.13671875,449.70703125,731.93359375,-996.58203125,-996.58203125,Stimulus 1
1676832726.9396563,-852.05078125,-901.3671875,-587.40234375,-989.74609375,-989.74609375,Stimulus 1
1676832726.9435625,-1000.0,-1000.0,-1000.0,-161.62109375,-161.62109375,Stimulus 1
1676832726.9474688,25.87890625,-235.83984375,-212.40234375,-1000.0,-1000.0,Stimulus 1
1676832726.951375,-875.9765625,-890.625,-999.51171875,-300.78125,-300.78125,Stimulus 1
1676832726.9552813,784.66796875,685.546875,-996.09375,951.171875,951.171875,Stimulus 1
1676832726.9591875,-531.73828125,-704.58984375,-198.73046875,-929.6875,-929.6875,Stimulus 1
1676832726.9630938,-1000.0,-1000.0,-1000.0,-4.8828125,-4.8828125,Stimulus 1
1676832726.981125,-80.078125,-200.68359375,-297.8515625,-1000.0,-1000.0,Stimulus 1
1676832726.9850314,-972.16796875,-959.9609375,939.453125,-388.671875,-388.671875,Stimulus 1
1676832726.9889376,-972.65625,920.8984375,-926.26953125,903.80859375,903.80859375,Stimulus 1
1676832726.9928439,-231.93359375,-451.171875,-125.9765625,-890.13671875,-890.13671875,Stimulus 1
1676832726.99675,-1000.0,-1000.0,-1000.0,120.1171875,120.1171875,Stimulus 1
1676832727.0006564,103.02734375,41.9921875,-270.01953125,-1000.0,-1000.0,Stimulus 1
1676832727.0045626,977.05078125,962.40234375,809.08203125,-569.82421875,-569.82421875,Stimulus 1
1676832727.0084689,-950.1953125,-970.703125,-900.390625,683.10546875,683.10546875,Stimulus 1
1676832727.012375,-24.90234375,-108.88671875,-33.203125,-837.890625,-837.890625,Stimulus 1
1676832727.0162814,-1000.0,-1000.0,-1000.0,169.921875,169.921875,Stimulus 1
1676832727.0201876,-177.734375,-395.99609375,-622.55859375,-1000.0,-1000.0,Stimulus 1
1676832727.0240939,990.72265625,903.80859375,724.609375,-943.359375,-943.359375,Stimulus 1
1676832727.042125,-927.24609375,-906.73828125,-856.93359375,345.21484375,345.21484375,Stimulus 1
1676832727.0460312,126.46484375,42.48046875,89.84375,-786.1328125,-786.1328125,Stimulus 1
1676832727.0499375,-1000.0,-1000.0,-1000.0,145.99609375,145.99609375,Stimulus 1
1676832727.0538437,-289.55078125,-557.6171875,-799.31640625,-1000.0,-1000.0,Stimulus 1
1676832727.05775,959.47265625,808.59375,526.3671875,-1000.0,-1000.0,Stimulus 1
1676832727.0616562,-913.0859375,-857.91015625,-814.94140625,125.0,125.0,Stimulus 1
1676832727.0655625,225.5859375,183.10546875,149.4140625,-771.484375,-771.484375,Stimulus 1
1676832727.0694687,-1000.0,-1000.0,-1000.0,204.58984375,204.58984375,Stimulus 1
1676832727.073375,-472.65625,-845.21484375,-965.8203125,-1000.0,-1000.0,Stimulus 1
1676832727.0772812,887.6953125,506.8359375,271.97265625,-1000.0,-1000.0,Stimulus 1
1676832727.0811875,-887.20703125,-802.734375,-783.203125,-42.48046875,-42.48046875,Stimulus 1
1676832727.0850937,211.9140625,149.90234375,189.94140625,-799.31640625,-799.31640625,Stimulus 1
1676832727.071125,-1000.0,-1000.0,-997.0703125,459.47265625,459.47265625,Stimulus 1
1676832727.0750313,-575.68359375,-1000.0,-1000.0,-881.34765625,-881.34765625,Stimulus 1
1676832727.0789375,814.453125,195.3125,-149.4140625,-1000.0,-1000.0,Stimulus 1
1676832727.0828438,-861.328125,-770.01953125,-814.94140625,-192.3828125,-192.3828125,Stimulus 1
1676832727.08675,282.2265625,138.671875,290.0390625,-859.86328125,-859.86328125,Stimulus 1
1676832727.0906563,-1000.0,-1000.0,-980.46875,582.51953125,582.51953125,Stimulus 1
1676832727.0945625,-851.5625,-1000.0,-1000.0,-798.33984375,-798.33984375,Stimulus 1
1676832727.0984688,503.41796875,-10.25390625,-238.28125,-1000.0,-1000.0,Stimulus 1
1676832727.102375,-809.08203125,-780.2734375,-838.8671875,-216.30859375,-216.30859375,Stimulus 1
1676832727.1062813,361.328125,296.875,399.4140625,-926.26953125,-926.26953125,Stimulus 1
1676832727.1101875,-979.98046875,-987.79296875,-956.54296875,803.7109375,803.7109375,Stimulus 1
1676832727.1140938,-1000.0,-1000.0,-1000.0,-539.55078125,-539.55078125,Stimulus 1
1676832727.117125,243.65234375,-88.8671875,-155.2734375,-1000.0,-1000.0,Stimulus 1
1676832727.1210313,-802.734375,-835.9375,-936.5234375,-207.03125,-207.03125,Stimulus 1
1676832727.1249375,512.6953125,465.8203125,753.41796875,-982.91015625,-982.91015625,Stimulus 1
1676832727.1288438,-844.7265625,-891.6015625,-558.10546875,971.19140625,971.19140625,Stimulus 1
1676832727.13275,-1000.0,-1000.0,-1000.0,-254.39453125,-254.39453125,Stimulus 1
1676832727.1366563,-14.16015625,-234.375,-210.9375,-1000.0,-1000.0,Stimulus 1
1676832727.1405625,-883.30078125,-892.578125,997.0703125,-293.9453125,-293.9453125,Stimulus 1
1676832727.1444688,794.921875,692.87109375,-981.4453125,950.68359375,950.68359375,Stimulus 1
1676832727.148375,-551.26953125,-723.14453125,-200.68359375,-933.59375,-933.59375,Stimulus 1
1676832727.1522813,-1000.0,-1000.0,-1000.0,-20.5078125,-20.5078125,Stimulus 1
1676832727.1561875,-12.20703125,-111.81640625,-220.21484375,-1000.0,-1000.0,Stimulus 1
1676832727.1600938,-983.3984375,-968.75,930.17578125,-390.625,-390.625,Stimulus 1
1676832727.161125,-985.3515625,914.0625,-938.96484375,903.3203125,903.3203125,Stimulus 1
1676832727.1650312,-195.80078125,-398.92578125,-87.40234375,-897.4609375,-897.4609375,Stimulus 1
1676832727.1689374,-1000.0,-1000.0,-1000.0,140.625,140.625,Stimulus 1
1676832727.1728437,-82.51953125,-155.2734375,-474.12109375,-1000.0,-1000.0,Stimulus 1
1676832727.17675,980.95703125,968.26171875,802.734375,-708.984375,-708.984375,Stimulus 1
1676832727.1806562,-934.08203125,-959.9609375,-890.625,656.73828125,656.73828125,Stimulus 1
1676832727.1845624,20.01953125,-103.515625,-35.64453125,-829.58984375,-829.58984375,Stimulus 1
1676832727.1884687,-1000.0,-1000.0,-1000.0,163.57421875,163.57421875,Stimulus 1
1676832727.192375,-183.10546875,-407.71484375,-630.859375,-1000.0,-1000.0,Stimulus 1
1676832727.1962812,994.140625,896.97265625,714.84375,-957.03125,-957.03125,Stimulus 1
1676832727.2001874,-927.734375,-902.34375,-854.00390625,322.75390625,322.75390625,Stimulus 1
1676832727.2040937,126.46484375,56.640625,99.12109375,-783.69140625,-783.69140625,Stimulus 1
1676832727.207125,-1000.0,-1000.0,-1000.0,145.99609375,145.99609375,Stimulus 1
1676832727.2110312,-289.0625,-571.77734375,-812.98828125,-1000.0,-1000.0,Stimulus 1
1676832727.2149374,959.47265625,796.38671875,512.6953125,-1000.0,-1000.0,Stimulus 1
1676832727.2188437,-914.0625,-855.95703125,-813.4765625,115.234375,115.234375,Stimulus 1
1676832727.22275,225.5859375,182.6171875,146.97265625,-771.97265625,-771.97265625,Stimulus 1
1676832727.2266562,-1000.0,-1000.0,-1000.0,233.88671875,233.88671875,Stimulus 1
1676832727.2305624,-484.375,-845.21484375,-961.9140625,-994.140625,-994.140625,Stimulus 1
1676832727.2344687,881.8359375,506.34765625,280.2734375,-1000.0,-1000.0,Stimulus 1
1676832727.238375,-885.25390625,-802.734375,-782.71484375,-72.265625,-72.265625,Stimulus 1
1676832727.2422812,210.9375,149.4140625,193.84765625,-805.17578125,-805.17578125,Stimulus 1
1676832727.2461874,-1000.0,-1000.0,-993.1640625,460.44921875,460.44921875,Stimulus 1
1676832727.2500937,-575.68359375,-1000.0,-1000.0,-884.765625,-884.765625,Stimulus 1
1676832727.252125,814.94140625,186.5234375,-158.69140625,-1000.0,-1000.0,Stimulus 1
1676832727.2560313,-860.83984375,-769.53125,-816.89453125,-197.265625,-197.265625,Stimulus 1
1676832727.2599375,282.2265625,138.18359375,292.48046875,-858.88671875,-858.88671875,Stimulus 1
1676832727.2638438,-1000.0,-1000.0,-980.46875,571.2890625,571.2890625,Stimulus 1
1676832727.26775,-849.609375,-1000.0,-1000.0,-809.5703125,-809.5703125,Stimulus 1
1676832727.2716563,502.44140625,-16.6015625,-239.2578125,-1000.0,-1000.0,Stimulus 1
1676832727.2755625,-811.5234375,-780.2734375,-838.37890625,-217.7734375,-217.7734375,Stimulus 1
1676832727.2794688,407.2265625,302.24609375,402.83203125,-923.33984375,-923.33984375,Stimulus 1
1676832727.283375,-933.59375,-963.8671875,-933.10546875,793.9453125,793.9453125,Stimulus 1
1676832727.2872813,-1000.0,-1000.0,-1000.0,-553.22265625,-553.22265625,Stimulus 1
1676832727.2911875,160.15625,-185.05859375,-241.2109375,-1000.0,-1000.0,Stimulus 1
1676832727.2950938,-793.45703125,-829.58984375,-935.546875,-200.1953125,-200.1953125,Stimulus 1
1676832727.312125,512.20703125,476.5625,786.1328125,997.55859375,997.55859375,Stimulus 1
1676832727.3160312,-847.16796875,-888.671875,-516.6015625,-982.421875,-982.421875,Stimulus 1
1676832727.3199375,-1000.0,-1000.0,-1000.0,-144.53125,-144.53125,Stimulus 1
1676832727.3238437,-14.16015625,-233.3984375,-209.9609375,-1000.0,-1000.0,Stimulus 1
1676832727.32775,-881.34765625,-892.08984375,995.60546875,-308.10546875,-308.10546875,Stimulus 1
1676832727.3316562,788.0859375,688.4765625,-985.3515625,945.3125,945.3125,Stimulus 1
1676832727.3355625,-534.1796875,-700.68359375,-171.875,-922.8515625,-922.8515625,Stimulus 1
1676832727.3394687,-1000.0,-1000.0,-1000.0,25.390625,25.390625,Stimulus 1
1676832727.343375,-85.9375,-199.21875,-328.61328125,-1000.0,-1000.0,Stimulus 1
1676832727.3472812,-966.796875,-957.03125,932.12890625,-397.4609375,-397.4609375,Stimulus 1
1676832727.3511875,-994.140625,909.66796875,-940.4296875,905.2734375,905.2734375,Stimulus 1
1676832727.3550937,-178.7109375,-377.9296875,-72.265625,-897.4609375,-897.4609375,Stimulus 1
1676832727.357125,-1000.0,-1000.0,-1000.0,143.5546875,143.5546875,Stimulus 1
1676832727.3610313,-170.8984375,-249.0234375,-539.0625,-1000.0,-1000.0,Stimulus 1
1676832727.3649375,991.69921875,976.5625,818.84765625,-737.3046875,-737.3046875,Stimulus 1
1676832727.3688438,-934.08203125,-958.49609375,-892.08984375,625.48828125,625.48828125,Stimulus 1
1676832727.37275,18.06640625,-101.5625,-35.15625,-823.73046875,-823.73046875,Stimulus 1
1676832727.3766563,-1000.0,-1000.0,-1000.0,162.109375,162.109375,Stimulus 1
1676832727.3805625,-181.15234375,-415.0390625,-633.30078125,-1000.0,-1000.0,Stimulus 1
1676832727.3844688,991.69921875,892.08984375,709.47265625,-962.40234375,-962.40234375,Stimulus 1
1676832727.388375,-925.78125,-899.90234375,-852.5390625,314.453125,314.453125,Stimulus 1
1676832727.3922813,157.2265625,63.96484375,108.3984375,-784.1796875,-784.1796875,Stimulus 1
1676832727.3961875,-1000.0,-1000.0,-1000.0,148.4375,148.4375,Stimulus 1
1676832727.4000938,-293.45703125,-588.37890625,-818.359375,-1000.0,-1000.0,Stimulus 1
1676832727.408125,961.42578125,780.2734375,503.90625,-1000.0,-1000.0,Stimulus 1
1676832727.4120312,-915.0390625,-853.02734375,-812.01171875,152.34375,152.34375,Stimulus 1
1676832727.4159374,226.07421875,182.12890625,151.85546875,-773.92578125,-773.92578125,Stimulus 1
1676832727.4198437,-1000.0,-1000.0,-1000.0,225.09765625,225.09765625,Stimulus 1
1676832727.42375,-493.1640625,-845.21484375,-976.07421875,-1000.0,-1000.0,Stimulus 1
1676832727.4276562,876.953125,506.34765625,250.48828125,-1000.0,-1000.0,Stimulus 1
1676832727.4315624,-883.30078125,-802.24609375,-782.2265625,28.80859375,28.80859375,Stimulus 1
1676832727.4354687,208.984375,147.94921875,201.171875,-814.453125,-814.453125,Stimulus 1
1676832727.439375,-1000.0,-1000.0,-990.72265625,471.6796875,471.6796875,Stimulus 1
1676832727.4432812,-599.609375,-1000.0,-1000.0,-875.48828125,-875.48828125,Stimulus 1
1676832727.4471874,789.0625,168.45703125,-168.9453125,-1000.0,-1000.0,Stimulus 1
1676832727.4510937,-855.95703125,-767.578125,-818.359375,-182.6171875,-182.6171875,Stimulus 1
1676832727.446125,280.76171875,137.6953125,298.828125,-857.421875,-857.421875,Stimulus 1
1676832727.4500313,-1000.0,-1000.0,-978.515625,578.125,578.125,Stimulus 1
1676832727.4539375,-848.6328125,-1000.0,-1000.0,-800.78125,-800.78125,Stimulus 1
1676832727.4578438,501.953125,-30.2734375,-243.1640625,-1000.0,-1000.0,Stimulus 1
1676832727.46175,-813.96484375,-781.73828125,-843.26171875,-216.30859375,-216.30859375,Stimulus 1
1676832727.4656563,435.05859375,309.5703125,436.5234375,-926.26953125,-926.26953125,Stimulus 1
1676832727.4695625,-919.43359375,-960.9375,-913.0859375,805.17578125,805.17578125,Stimulus 1
1676832727.4734688,-1000.0,-1000.0,-1000.0,-540.52734375,-540.52734375,Stimulus 1
1676832727.477375,162.59765625,-195.80078125,-234.375,-1000.0,-1000.0,Stimulus 1
1676832727.4812813,-793.9453125,-833.49609375,-935.546875,-181.15234375,-181.15234375,Stimulus 1
1676832727.4851875,512.20703125,486.81640625,791.015625,-992.1875,-992.1875,Stimulus 1
1676832727.4890938,-847.16796875,-883.7890625,-512.20703125,-992.1875,-992.1875,Stimulus 1
1676832727.490125,-1000.0,-1000.0,-1000.0,-160.15625,-160.15625,Stimulus 1
1676832727.4940312,-14.16015625,-231.4453125,-209.47265625,-1000.0,-1000.0,Stimulus 1
1676832727.4979374,-880.859375,-895.99609375,995.60546875,-313.96484375,-313.96484375,Stimulus 1
1676832727.5018437,783.69140625,701.66015625,-984.86328125,940.91796875,940.91796875,Stimulus 1
1676832727.50575,-527.34375,-683.10546875,-170.8984375,-922.36328125,-922.36328125,Stimulus 1
1676832727.5096562,-1000.0,-1000.0,-1000.0,28.80859375,28.80859375,Stimulus 1
1676832727.5135624,-164.55078125,-197.75390625,-327.63671875,-1000.0,-1000.0,Stimulus 1
1676832727.5174687,-989.74609375,-961.42578125,930.6640625,-432.6171875,-432.6171875,Stimulus 1
1676832727.521375,-976.07421875,925.78125,-934.5703125,886.23046875,886.23046875,Stimulus 1
1676832727.5252812,-203.125,-381.34765625,-87.890625,-889.6484375,-889.6484375,Stimulus 1
1676832727.5291874,-1000.0,-1000.0,-1000.0,149.90234375,149.90234375,Stimulus 1
1676832727.5330937,-82.51953125,-166.50390625,-459.9609375,-1000.0,-1000.0,Stimulus 1
1676832727.547125,980.95703125,963.37890625,811.03515625,-751.46484375,-751.46484375,Stimulus 1
1676832727.5510314,-934.08203125,-955.56640625,-891.11328125,610.83984375,610.83984375,Stimulus 1
1676832727.5549376,20.01953125,-92.7734375,-26.85546875,-822.265625,-822.265625,Stimulus 1
1676832727.5588439,-1000.0,-1000.0,-1000.0,164.55078125,164.55078125,Stimulus 1
1676832727.56275,-178.7109375,-422.8515625,-641.11328125,-1000.0,-1000.0,Stimulus 1
1676832727.5666564,988.28125,887.6953125,704.58984375,-936.5234375,-936.5234375,Stimulus 1
1676832727.5705626,-922.8515625,-896.484375,-850.5859375,355.95703125,355.95703125,Stimulus 1
1676832727.5744689,200.1953125,72.265625,105.95703125,-787.59765625,-787.59765625,Stimulus 1
1676832727.578375,-1000.0,-1000.0,-1000.0,146.484375,146.484375,Stimulus 1
1676832727.5822814,-299.8046875,-603.515625,-827.63671875,-1000.0,-1000.0,Stimulus 1
1676832727.5861876,964.84375,765.13671875,491.2109375,-1000.0,-1000.0,Stimulus 1
1676832727.5900939,-916.015625,-850.09765625,-810.05859375,127.44140625,127.44140625,Stimulus 1
1676832727.581125,226.07421875,181.15234375,155.76171875,-770.5078125,-770.5078125,Stimulus 1
