Timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Other
1678702455.307125,-45.41015625,-32.2265625,-32.2265625,-52.734375,25.87890625
1678702455.3110313,-43.45703125,-36.1328125,-34.66796875,-51.7578125,-2.9296875
1678702455.3149376,-40.52734375,-36.62109375,-39.0625,-41.015625,-162.109375
1678702455.3188438,-36.1328125,-35.15625,-39.0625,-40.0390625,-149.4140625
1678702455.32275,-34.1796875,-29.78515625,-32.71484375,-40.0390625,103.02734375
1678702455.3266563,-34.1796875,-27.83203125,-32.2265625,-38.57421875,20.01953125
1678702455.3305626,-34.1796875,-35.15625,-36.62109375,-39.0625,-109.375
1678702455.3344688,-33.203125,-40.52734375,-40.0390625,-35.15625,-82.03125
1678702455.338375,-30.76171875,-39.55078125,-38.57421875,-28.80859375,225.09765625
1678702455.3422813,-33.203125,-35.15625,-28.80859375,-28.3203125,79.58984375
1678702455.3461876,-37.59765625,-33.69140625,-25.390625,-37.109375,-193.359375
1678702455.3500938,-37.59765625,-37.109375,-34.66796875,-41.015625,-144.53125
1678702455.354125,-30.2734375,-39.0625,-38.57421875,-34.1796875,-62.01171875
1678702455.3580313,-22.94921875,-32.2265625,-37.109375,-28.3203125,16.6015625
1678702455.3619375,-25.390625,-29.296875,-33.69140625,-28.80859375,-113.76953125
1678702455.3658438,-28.3203125,-29.78515625,-30.76171875,-33.69140625,-118.65234375
1678702455.36975,-26.85546875,-29.296875,-30.76171875,-31.25,-29.296875
1678702455.3736563,-24.90234375,-34.1796875,-35.15625,-31.25,4.8828125
1678702455.3775625,-20.5078125,-35.15625,-39.0625,-35.15625,1.46484375
1678702455.3814688,-20.99609375,-30.76171875,-37.59765625,-37.59765625,151.3671875
1678702455.385375,-24.90234375,-28.3203125,-32.71484375,-41.50390625,179.6875
1678702455.3892813,-32.71484375,-31.73828125,-34.66796875,-49.8046875,-112.3046875
1678702455.3931875,-31.73828125,-39.0625,-41.9921875,-43.45703125,-53.22265625
