Timestamp,TP9,AF7,AF8,TP10,Marker,Marker_timestamp
1678447609.510375,-31.25,-39.0625,-28.3203125,-8.30078125,n/a,
1678447609.5142813,-35.64453125,-23.4375,-37.109375,-45.41015625,n/a,
1678447609.5181875,-16.6015625,-17.08984375,-35.15625,-28.80859375,n/a,
1678447609.5220938,1.46484375,-27.34375,-30.2734375,-4.8828125,n/a,
1678447609.524125,-2.9296875,-29.78515625,-39.55078125,4.8828125,n/a,
1678447609.5280313,-21.484375,-20.99609375,-35.64453125,-26.85546875,n/a,
1678447609.5319376,-29.296875,-26.3671875,-30.2734375,-48.828125,n/a,
1678447609.5358438,-14.6484375,-34.66796875,-30.76171875,-26.85546875,n/a,
1678447609.53975,-10.7421875,-39.0625,-34.1796875,-18.06640625,n/a,
1678447609.5436563,-13.671875,-43.45703125,-41.9921875,-11.23046875,n/a,
1678447609.5475626,-27.34375,-28.80859375,-46.875,-39.0625,n/a,
1678447609.5514688,-40.52734375,-15.13671875,-42.48046875,-60.546875,n/a,
1678447609.555375,-18.06640625,-20.99609375,-45.8984375,-26.85546875,n/a,
1678447609.5592813,-9.765625,-40.0390625,-44.43359375,-21.97265625,n/a,
1678447609.5631876,-17.08984375,-53.7109375,-26.3671875,-21.484375,n/a,
1678447609.5670938,-31.73828125,-48.828125,-27.83203125,-24.4140625,n/a,
1678447609.570125,-39.55078125,-41.50390625,-31.73828125,-43.45703125,n/a,
1678447609.5740314,-24.4140625,-36.62109375,-16.11328125,-33.203125,n/a,
1678447609.5779376,-16.6015625,-34.66796875,-11.23046875,-10.7421875,n/a,
1678447609.5818439,-15.13671875,-33.69140625,-18.06640625,11.71875,n/a,
1678447609.58575,-27.83203125,-27.83203125,-24.90234375,-8.7890625,n/a,
1678447609.5896564,-41.9921875,-24.4140625,-22.94921875,-46.38671875,n/a,
1678447609.5935626,-29.296875,-28.3203125,-30.76171875,-29.78515625,n/a,
1678447609.5974689,-17.578125,-32.71484375,-37.59765625,-6.34765625,n/a,
1678447609.601375,-21.484375,-40.52734375,-38.57421875,-5.859375,n/a,
1678447609.6052814,-23.92578125,-37.59765625,-29.78515625,-14.16015625,n/a,
1678447609.6091876,-28.3203125,-43.9453125,-23.4375,-40.0390625,n/a,
1678447609.6130939,-17.578125,-35.64453125,-27.83203125,-31.25,n/a,
1678447609.614125,-3.41796875,-20.01953125,-23.92578125,-7.8125,n/a,
1678447609.6180313,-12.20703125,-32.2265625,-24.90234375,-3.90625,n/a,
1678447609.6219375,-25.390625,-27.34375,-24.90234375,-10.7421875,n/a,
1678447609.6258438,-37.109375,-20.99609375,-21.484375,-46.38671875,n/a,
1678447609.62975,-23.4375,-31.73828125,-11.71875,-41.015625,n/a,
1678447609.6336563,-6.34765625,-29.78515625,-12.20703125,-20.01953125,n/a,
1678447609.6375625,0.9765625,-16.11328125,-18.06640625,-4.39453125,n/a,
1678447609.6414688,4.39453125,-23.4375,-20.99609375,9.765625,n/a,
1678447609.645375,-29.78515625,-47.36328125,-29.78515625,-43.45703125,n/a,
1678447609.6492813,-36.1328125,-47.8515625,-35.64453125,-53.7109375,n/a,
1678447609.6531875,-13.671875,-32.2265625,-37.59765625,-20.01953125,n/a,
1678447609.6570938,-18.5546875,-24.90234375,-27.34375,-19.53125,n/a,
1678447609.659125,-19.53125,-27.34375,-31.25,-20.99609375,n/a,
1678447609.6630313,-32.2265625,-22.4609375,-35.64453125,-52.24609375,n/a,
1678447609.6669376,-35.15625,-17.578125,-32.2265625,-58.59375,n/a,
1678447609.6708438,-17.08984375,-27.34375,-41.9921875,-33.69140625,n/a,
1678447609.67475,-18.5546875,-36.1328125,-42.96875,-30.76171875,n/a,
1678447609.6786563,-16.11328125,-23.92578125,-33.203125,-18.06640625,n/a,
1678447609.6825626,-23.92578125,-20.99609375,-25.87890625,-26.3671875,n/a,
1678447609.6864688,-39.55078125,-29.78515625,-24.90234375,-48.33984375,n/a,
1678447609.690375,-25.390625,-32.71484375,-38.0859375,-37.109375,n/a,
1678447609.6942813,-9.765625,-39.0625,-40.52734375,-14.6484375,n/a,
1678447609.6981876,-21.484375,-39.55078125,-31.25,0.0,n/a,
1678447609.7020938,-47.8515625,-27.83203125,-34.66796875,-36.62109375,n/a,
1678447609.704125,-54.6875,-20.01953125,-32.71484375,-62.01171875,n/a,
1678447609.7080312,-39.55078125,-23.4375,-29.78515625,-36.62109375,n/a,
1678447609.7119374,-36.1328125,-31.25,-34.1796875,-22.94921875,n/a,
1678447609.7158437,-38.57421875,-37.59765625,-38.57421875,-8.30078125,n/a,
1678447609.71975,-54.19921875,-39.55078125,-39.55078125,-33.203125,n/a,
1678447609.7236562,-52.734375,-30.76171875,-33.203125,-49.8046875,n/a,
1678447609.7275624,-31.73828125,-29.296875,-30.2734375,-14.16015625,n/a,
1678447609.7314687,-28.80859375,-40.0390625,-39.0625,-9.765625,n/a,
1678447609.735375,-20.01953125,-41.50390625,-39.0625,-5.859375,n/a,
1678447609.7392812,-20.5078125,-26.85546875,-24.4140625,-11.23046875,n/a,
1678447609.7431874,-38.57421875,-20.99609375,-19.53125,-40.0390625,n/a,
1678447609.7470937,-28.80859375,-32.2265625,-24.4140625,-31.25,n/a,
1678447609.764125,-17.08984375,-30.76171875,-29.296875,-16.6015625,n/a,
1678447609.7680314,-20.01953125,-17.08984375,-26.85546875,-0.9765625,n/a,
1678447609.7719376,-33.203125,-13.18359375,-28.80859375,-17.08984375,n/a,
1678447609.7758439,-48.33984375,-22.4609375,-29.78515625,-49.8046875,n/a,
1678447609.77975,-33.203125,-36.1328125,-30.76171875,-31.25,n/a,
1678447609.7836564,-19.04296875,-38.0859375,-45.41015625,-10.7421875,n/a,
1678447609.7875626,-18.06640625,-34.1796875,-37.109375,-4.8828125,n/a,
1678447609.7914689,-32.71484375,-39.55078125,-21.97265625,-17.578125,n/a,
1678447609.795375,-43.9453125,-29.296875,-21.484375,-42.48046875,n/a,
1678447609.7992814,-27.34375,-18.06640625,-11.71875,-23.4375,n/a,
1678447609.8031876,-28.80859375,-34.1796875,-25.390625,-11.71875,n/a,
1678447609.8070939,-32.2265625,-33.69140625,-41.9921875,-13.671875,n/a,
1678447609.809125,-25.390625,-21.97265625,-37.59765625,-2.9296875,n/a,
1678447609.8130312,-40.0390625,-24.90234375,-35.15625,-31.73828125,n/a,
1678447609.8169374,-33.203125,-22.4609375,-36.62109375,-36.1328125,n/a,
1678447609.8208437,-12.20703125,-38.0859375,-27.83203125,-20.5078125,n/a,
1678447609.82475,-13.18359375,-50.29296875,-24.90234375,-13.18359375,n/a,
1678447609.8286562,-17.08984375,-34.1796875,-34.66796875,-2.44140625,n/a,
1678447609.8325624,-38.0859375,-24.4140625,-30.76171875,-35.15625,n/a,
1678447609.8364687,-41.015625,-34.1796875,-32.71484375,-47.36328125,n/a,
1678447609.840375,-19.04296875,-32.71484375,-34.66796875,-18.06640625,n/a,
1678447609.8442812,-9.765625,-32.2265625,-20.5078125,8.30078125,n/a,
1678447609.8481874,-22.4609375,-51.7578125,-25.87890625,-1.953125,n/a,
1678447609.8520937,-45.41015625,-50.29296875,-33.203125,-43.9453125,n/a,
1678447609.854125,-42.96875,-25.390625,-35.15625,-45.41015625,n/a,
1678447609.8580313,-17.578125,-23.4375,-34.66796875,-15.13671875,n/a,
1678447609.8619375,-11.71875,-40.52734375,-28.80859375,-0.9765625,n/a,
1678447609.8658438,-17.08984375,-50.29296875,-27.34375,3.90625,n/a,
1678447609.86975,-26.3671875,-45.41015625,-25.390625,-19.04296875,n/a,
1678447609.8736563,-32.71484375,-38.0859375,-25.390625,-34.66796875,n/a,
1678447609.8775625,-18.5546875,-35.64453125,-33.203125,-17.08984375,n/a,
1678447609.8814688,-9.765625,-31.25,-42.48046875,-4.8828125,n/a,
1678447609.885375,-8.30078125,-26.3671875,-34.66796875,22.94921875,n/a,
1678447609.8892813,-33.203125,-28.80859375,-29.296875,-3.90625,n/a,
1678447609.8931875,-47.36328125,-43.9453125,-38.0859375,-39.0625,n/a,
1678447609.8970938,-23.4375,-51.7578125,-38.57421875,-17.578125,n/a,
1678447609.900125,-16.11328125,-39.0625,-35.64453125,-9.765625,n/a,
1678447609.9040313,-16.11328125,-32.2265625,-28.80859375,3.90625,n/a,
1678447609.9079375,-32.2265625,-30.76171875,-15.625,-13.18359375,n/a,
1678447609.9118438,-37.109375,-21.97265625,-16.6015625,-38.57421875,n/a,
1678447609.91575,-20.5078125,-17.578125,-29.78515625,-20.99609375,n/a,
1678447609.9196563,-17.08984375,-26.3671875,-29.78515625,-10.7421875,n/a,
1678447609.9235625,-20.5078125,-38.0859375,-28.3203125,-4.39453125,n/a,
1678447609.9274688,-37.109375,-37.59765625,-37.109375,-19.04296875,n/a,
1678447609.931375,-40.52734375,-30.76171875,-40.52734375,-33.69140625,n/a,
1678447609.9352813,-21.97265625,-25.87890625,-29.78515625,-22.94921875,n/a,
1678447609.9391875,-13.671875,-22.94921875,-27.34375,-13.18359375,n/a,
1678447609.9430938,-7.32421875,-20.99609375,-30.76171875,3.41796875,n/a,
1678447609.945125,-11.71875,-21.97265625,-25.87890625,-1.953125,n/a,
1678447609.9490314,-31.25,-16.6015625,-28.3203125,-36.62109375,n/a,
1678447609.9529376,-23.92578125,-16.6015625,-33.69140625,-31.73828125,n/a,
1678447609.9568439,-14.16015625,-30.76171875,-43.45703125,-19.04296875,n/a,
1678447609.96075,-17.578125,-38.0859375,-46.875,-11.71875,n/a,
1678447609.9646564,-19.04296875,-32.71484375,-32.2265625,-16.11328125,n/a,
1678447609.9685626,-29.78515625,-21.97265625,-28.3203125,-47.36328125,n/a,
1678447609.9724689,-19.53125,-18.06640625,-22.4609375,-29.78515625,n/a,
1678447609.976375,-16.11328125,-19.53125,-17.08984375,-15.13671875,n/a,
1678447609.9802814,-16.11328125,-20.99609375,-28.80859375,-19.04296875,n/a,
1678447609.9841876,-16.6015625,-22.4609375,-37.109375,-13.671875,n/a,
1678447609.9880939,-38.0859375,-28.80859375,-25.87890625,-42.96875,n/a,
1678447609.990125,-32.71484375,-45.8984375,-17.08984375,-43.45703125,n/a,
1678447609.9940312,-15.13671875,-54.19921875,-18.06640625,-24.90234375,n/a,
1678447609.9979374,-16.11328125,-35.15625,-23.92578125,-14.6484375,n/a,
1678447610.0018437,-19.53125,-20.01953125,-31.73828125,-4.8828125,n/a,
1678447610.00575,-37.109375,-18.5546875,-34.66796875,-42.96875,n/a,
1678447610.0096562,-31.25,-22.94921875,-34.1796875,-44.43359375,n/a,
1678447610.0135624,-14.16015625,-26.85546875,-27.83203125,-9.765625,n/a,
1678447610.0174687,-6.34765625,-22.94921875,-22.94921875,10.25390625,n/a,
1678447610.021375,-11.71875,-27.83203125,-33.203125,2.44140625,n/a,
1678447610.0252812,-53.7109375,-36.62109375,-27.83203125,-61.03515625,n/a,
1678447610.0291874,-55.17578125,-39.55078125,-22.4609375,-69.3359375,n/a,
1678447610.0330937,-25.87890625,-30.76171875,-28.80859375,-30.2734375,n/a,
1678447610.034125,-31.25,-28.80859375,-39.55078125,-40.52734375,n/a,
1678447610.0380313,-11.23046875,-27.83203125,-36.1328125,-12.6953125,n/a,
1678447610.0419376,-23.4375,-27.34375,-18.06640625,-25.87890625,n/a,
1678447610.0458438,-33.69140625,-27.34375,-30.76171875,-51.26953125,n/a,
1678447610.04975,1.953125,-26.3671875,-37.59765625,-5.859375,n/a,
1678447610.0536563,-1.46484375,-37.59765625,-24.90234375,1.953125,n/a,
1678447610.0575626,-5.37109375,-37.109375,-20.99609375,14.16015625,n/a,
1678447610.0614688,-21.484375,-31.73828125,-22.4609375,-0.9765625,n/a,
1678447610.065375,-43.9453125,-53.7109375,-36.62109375,-43.45703125,n/a,
1678447610.0692813,-19.53125,-56.15234375,-37.109375,-23.4375,n/a,
1678447610.0731876,-5.37109375,-38.0859375,-34.1796875,-3.90625,n/a,
1678447610.0770938,-10.25390625,-29.296875,-29.296875,4.8828125,n/a,
1678447610.079125,-23.92578125,-29.78515625,-17.578125,-14.16015625,n/a,
1678447610.0830312,-28.80859375,-24.90234375,-15.625,-32.71484375,n/a,
1678447610.0869374,-18.5546875,-34.66796875,-14.6484375,-11.71875,n/a,
1678447610.0908437,-15.13671875,-35.64453125,-13.671875,0.0,n/a,
1678447610.09475,-4.8828125,-32.71484375,-20.5078125,4.39453125,n/a,
1678447610.0986562,-12.20703125,-42.96875,-15.13671875,-11.71875,n/a,
1678447610.1025624,-25.87890625,-50.78125,-9.765625,-37.109375,n/a,
1678447610.1064687,-16.11328125,-36.62109375,-17.578125,-26.3671875,n/a,
1678447610.110375,-12.20703125,-18.5546875,-30.76171875,-20.99609375,n/a,
1678447610.1142812,-13.671875,-18.5546875,-36.62109375,-5.37109375,n/a,
1678447610.1181874,-22.94921875,-21.484375,-25.390625,-3.90625,n/a,
1678447610.1220937,-43.9453125,-34.1796875,-31.73828125,-56.15234375,n/a,
1678447610.139125,-33.69140625,-45.8984375,-35.64453125,-51.26953125,n/a,
1678447610.1430314,-21.484375,-49.31640625,-26.3671875,-29.78515625,n/a,
1678447610.1469376,-25.390625,-44.43359375,-30.2734375,-18.06640625,n/a,
1678447610.1508439,-35.64453125,-35.15625,-27.34375,-25.390625,n/a,
1678447610.15475,-38.0859375,-22.94921875,-24.90234375,-45.8984375,n/a,
1678447610.1586564,-21.97265625,-17.578125,-29.78515625,-26.85546875,n/a,
1678447610.1625626,-5.859375,-22.4609375,-29.78515625,-1.46484375,n/a,
1678447610.1664689,1.46484375,-25.87890625,-28.3203125,7.32421875,n/a,
1678447610.170375,-9.765625,-23.92578125,-32.2265625,0.48828125,n/a,
1678447610.1742814,-27.34375,-31.25,-29.296875,-20.5078125,n/a,
1678447610.1781876,-24.4140625,-49.31640625,-30.2734375,-22.4609375,n/a,
1678447610.1820939,-16.6015625,-43.9453125,-41.50390625,-16.6015625,n/a,
1678447610.184125,-10.7421875,-35.64453125,-25.87890625,-1.46484375,n/a,
1678447610.1880312,-6.8359375,-26.85546875,-14.16015625,10.25390625,n/a,
1678447610.1919374,-27.83203125,-30.76171875,-22.4609375,-29.78515625,n/a,
1678447610.1958437,-23.4375,-38.57421875,-23.92578125,-31.25,n/a,
1678447610.19975,-2.44140625,-39.0625,-22.4609375,-2.44140625,n/a,
1678447610.2036562,3.41796875,-32.2265625,-20.99609375,4.39453125,n/a,
1678447610.2075624,-8.7890625,-40.0390625,-29.296875,5.37109375,n/a,
1678447610.2114687,-31.73828125,-42.96875,-36.62109375,-29.296875,n/a,
1678447610.215375,-21.484375,-18.5546875,-30.76171875,-29.296875,n/a,
1678447610.2192812,0.9765625,-11.23046875,-23.92578125,17.08984375,n/a,
1678447610.2231874,9.27734375,-17.578125,-19.53125,16.11328125,n/a,
1678447610.2270937,2.9296875,-17.578125,-19.53125,-1.953125,n/a,
1678447610.229125,-28.3203125,-20.01953125,-20.99609375,-35.64453125,n/a,
1678447610.2330313,-27.34375,-23.4375,-24.90234375,-39.55078125,n/a,
1678447610.2369375,-8.30078125,-22.4609375,-29.296875,-17.08984375,n/a,
1678447610.2408438,-6.34765625,-21.97265625,-31.73828125,-1.46484375,n/a,
1678447610.24475,0.9765625,-40.52734375,-32.71484375,21.97265625,n/a,
1678447610.2486563,-20.01953125,-45.41015625,-31.25,-11.71875,n/a,
1678447610.2525625,-33.203125,-39.55078125,-36.1328125,-37.109375,n/a,
1678447610.2564688,-17.578125,-44.43359375,-41.50390625,-15.13671875,n/a,
1678447610.260375,-12.6953125,-41.50390625,-37.109375,-3.41796875,n/a,
1678447610.2642813,-15.625,-44.43359375,-36.62109375,-1.46484375,n/a,
1678447610.2681875,-25.390625,-42.48046875,-37.59765625,-29.78515625,n/a,
1678447610.2720938,-36.1328125,-19.04296875,-35.15625,-47.36328125,n/a,
1678447610.274125,-26.85546875,-23.92578125,-31.25,-23.4375,n/a,
1678447610.2780313,-11.23046875,-45.41015625,-37.109375,-14.16015625,n/a,
1678447610.2819376,-9.27734375,-32.2265625,-35.15625,-4.8828125,n/a,
1678447610.2858438,-20.5078125,-25.390625,-23.4375,-11.71875,n/a,
1678447610.28975,-24.4140625,-27.34375,-23.92578125,-32.71484375,n/a,
1678447610.2936563,-16.6015625,-23.92578125,-21.484375,-26.85546875,n/a,
1678447610.2975626,-3.90625,-27.34375,-19.53125,-4.8828125,n/a,
1678447610.3014688,4.8828125,-33.69140625,-24.90234375,16.6015625,n/a,
1678447610.305375,-5.37109375,-27.83203125,-25.390625,15.13671875,n/a,
1678447610.3092813,-32.2265625,-19.04296875,-33.203125,-31.25,n/a,
1678447610.3131876,-23.4375,-19.04296875,-28.3203125,-33.203125,n/a,
1678447610.3170938,-4.39453125,-33.203125,-21.484375,-11.23046875,n/a,
1678447610.319125,-7.8125,-35.64453125,-30.76171875,-5.37109375,n/a,
1678447610.3230312,-15.625,-24.90234375,-33.69140625,-10.25390625,n/a,
1678447610.3269374,-29.78515625,-23.92578125,-24.4140625,-40.52734375,n/a,
1678447610.3308437,-22.4609375,-25.390625,-27.83203125,-32.2265625,n/a,
1678447610.33475,-10.7421875,-31.73828125,-34.1796875,-13.18359375,n/a,
1678447610.3386562,-7.32421875,-31.25,-26.85546875,-7.32421875,n/a,
1678447610.3425624,-4.8828125,-23.92578125,-23.92578125,-1.46484375,n/a,
1678447610.3464687,-26.3671875,-15.13671875,-32.2265625,-30.2734375,n/a,
1678447610.350375,-32.71484375,-24.90234375,-41.50390625,-38.57421875,n/a,
1678447610.3542812,-18.06640625,-36.1328125,-31.73828125,-23.4375,n/a,
1678447610.3581874,-11.23046875,-31.25,-15.625,-5.37109375,n/a,
1678447610.3620937,-17.578125,-34.1796875,-17.08984375,-2.9296875,n/a,
1678447610.379125,-46.875,-45.8984375,-24.90234375,-55.17578125,n/a,
1678447610.3830314,-38.0859375,-43.45703125,-29.78515625,-56.15234375,n/a,
1678447610.3869376,-14.6484375,-27.83203125,-31.25,-25.390625,n/a,
1678447610.3908439,-23.92578125,-23.4375,-25.390625,-26.85546875,n/a,
1678447610.39475,-25.87890625,-19.04296875,-23.92578125,-21.97265625,n/a,
1678447610.3986564,-33.69140625,-18.5546875,-24.90234375,-42.96875,n/a,
1678447610.4025626,-31.73828125,-24.4140625,-19.53125,-42.48046875,n/a,
1678447610.4064689,-10.7421875,-26.3671875,-18.5546875,-2.9296875,n/a,
1678447610.410375,-11.23046875,-35.15625,-25.390625,-4.8828125,n/a,
1678447610.4142814,-19.53125,-32.2265625,-25.87890625,-5.37109375,n/a,
1678447610.4181876,-34.1796875,-16.11328125,-24.90234375,-30.2734375,n/a,
1678447610.4220939,-38.57421875,-21.97265625,-27.83203125,-53.22265625,n/a,
1678447610.424125,-26.3671875,-38.57421875,-25.390625,-35.64453125,n/a,
1678447610.4280312,-22.4609375,-45.41015625,-31.25,-19.04296875,n/a,
1678447610.4319375,-19.04296875,-30.2734375,-36.1328125,-5.859375,n/a,
1678447610.4358437,-26.85546875,-15.13671875,-28.3203125,-29.296875,n/a,
1678447610.43975,-27.34375,-17.578125,-20.01953125,-48.828125,n/a,
1678447610.4436562,-17.578125,-31.73828125,-22.4609375,-25.87890625,n/a,
1678447610.4475625,-17.578125,-45.8984375,-28.3203125,-9.765625,n/a,
1678447610.4514687,-9.27734375,-40.52734375,-37.109375,-4.39453125,n/a,
1678447610.455375,-18.06640625,-30.2734375,-34.1796875,-24.4140625,n/a,
1678447610.4592812,-41.50390625,-22.94921875,-20.99609375,-49.31640625,n/a,
1678447610.4631875,-24.90234375,-17.08984375,-17.578125,-16.11328125,n/a,
1678447610.4670937,-15.625,-27.34375,-27.83203125,-8.30078125,n/a,
1678447610.454125,-18.06640625,-36.62109375,-39.0625,-12.20703125,n/a,
1678447610.4580312,-17.578125,-26.3671875,-31.73828125,-13.671875,n/a,
1678447610.4619374,-21.97265625,-22.4609375,-23.4375,-34.66796875,n/a,
1678447610.4658437,-12.20703125,-55.17578125,-32.2265625,-21.484375,n/a,
1678447610.46975,-13.18359375,-59.08203125,-54.19921875,-2.9296875,n/a,
1678447610.4736562,-18.06640625,-33.69140625,-48.828125,8.30078125,n/a,
1678447610.4775624,-27.34375,-31.73828125,-27.83203125,-9.765625,n/a,
1678447610.4814687,-47.8515625,-33.203125,-33.69140625,-48.33984375,n/a,
1678447610.485375,-32.71484375,-31.25,-24.4140625,-34.66796875,n/a,
1678447610.4892812,-8.7890625,-24.4140625,-11.23046875,-6.34765625,n/a,
1678447610.4931874,-8.30078125,-19.04296875,-15.13671875,16.11328125,n/a,
1678447610.4970937,-27.83203125,-23.92578125,-24.90234375,-7.32421875,n/a,
1678447610.514125,-49.8046875,-28.3203125,-27.34375,-53.7109375,n/a,
1678447610.5180314,-33.203125,-30.76171875,-29.296875,-34.66796875,n/a,
1678447610.5219376,-17.08984375,-37.59765625,-37.59765625,-13.671875,n/a,
1678447610.5258439,-20.5078125,-25.87890625,-34.1796875,-10.25390625,n/a,
1678447610.52975,-20.01953125,-31.73828125,-27.83203125,-9.765625,n/a,
1678447610.5336564,-37.59765625,-54.6875,-36.1328125,-41.50390625,n/a,
1678447610.5375626,-32.71484375,-39.55078125,-40.0390625,-41.015625,n/a,
1678447610.5414689,-15.625,-20.5078125,-29.296875,-17.578125,n/a,
1678447610.545375,-20.99609375,-21.97265625,-22.94921875,-7.8125,n/a,
1678447610.5492814,-25.87890625,-17.578125,-14.6484375,9.27734375,n/a,
1678447610.5531876,-41.9921875,-20.5078125,-13.671875,-20.99609375,n/a,
1678447610.5570939,-37.109375,-29.78515625,-24.90234375,-34.66796875,n/a,
1678447610.559125,-20.5078125,-26.3671875,-35.64453125,-12.20703125,n/a,
1678447610.5630312,-20.01953125,-24.90234375,-35.15625,-9.27734375,n/a,
1678447610.5669374,-24.90234375,-31.25,-24.90234375,-11.71875,n/a,
1678447610.5708437,-41.015625,-28.80859375,-12.20703125,-39.0625,n/a,
1678447610.57475,-37.59765625,-30.2734375,-15.13671875,-50.29296875,n/a,
1678447610.5786562,-18.5546875,-23.92578125,-31.25,-25.87890625,n/a,
1678447610.5825624,-17.08984375,-20.01953125,-41.9921875,-16.11328125,n/a,
1678447610.5864687,-21.97265625,-35.15625,-51.7578125,-19.04296875,n/a,
