Timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Other
1676890775.802125,-32.2265625,-40.0390625,-33.69140625,-28.80859375,-87.40234375
1676890775.8060312,-56.15234375,-48.828125,-36.62109375,-22.94921875,-166.015625
1676890775.8099375,-45.41015625,-48.33984375,-40.0390625,-24.4140625,-65.4296875
1676890775.8138437,-47.8515625,-39.0625,-34.1796875,-25.87890625,-27.34375
1676890775.81775,-29.296875,-39.0625,-34.66796875,-25.87890625,-95.21484375
1676890775.8216562,24.90234375,-42.48046875,-40.0390625,-25.390625,-68.359375
1676890775.8255625,38.0859375,-35.15625,-32.71484375,-19.53125,107.91015625
1676890775.8294687,23.92578125,-18.5546875,-21.97265625,2.44140625,491.2109375
1676890775.833375,13.671875,-21.97265625,-24.4140625,-4.8828125,347.16796875
1676890775.8372812,2.9296875,-33.203125,-35.15625,-27.83203125,-77.63671875
1676890775.8411875,4.8828125,-32.71484375,-39.55078125,-31.73828125,-61.5234375
1676890775.8450937,34.1796875,-29.78515625,-36.62109375,-29.296875,-58.59375
1676890775.848125,50.78125,-41.015625,-34.1796875,-24.4140625,-185.546875
1676890775.8520312,33.203125,-51.7578125,-32.2265625,-27.83203125,-150.390625
1676890775.8559375,-0.9765625,-41.015625,-35.64453125,-28.80859375,-61.5234375
1676890775.8598437,-18.06640625,-25.87890625,-41.015625,-23.92578125,-61.5234375
1676890775.86375,-37.59765625,-23.4375,-36.1328125,-26.3671875,-58.59375
1676890775.8676562,-41.015625,-31.25,-36.1328125,-34.66796875,-48.828125
1676890775.8715625,24.4140625,-24.4140625,-31.25,-22.94921875,207.51953125
1676890775.8754687,42.48046875,-17.08984375,-35.15625,-24.90234375,296.875
1676890775.879375,18.5546875,-25.87890625,-55.17578125,-43.9453125,-45.8984375
1676890775.8832812,8.7890625,-29.78515625,-48.828125,-42.48046875,-82.03125
1676890775.8871875,27.34375,-30.2734375,-35.64453125,-30.2734375,95.703125
1676890775.8910937,49.31640625,-31.73828125,-40.0390625,-23.92578125,-2.9296875
1676890775.893125,41.9921875,-31.25,-40.52734375,-20.99609375,-149.4140625
1676890775.8970313,27.83203125,-35.64453125,-40.0390625,-24.4140625,-128.41796875
1676890775.9009376,23.4375,-34.1796875,-42.96875,-33.203125,-83.49609375
1676890775.9048438,15.625,-30.76171875,-37.109375,-33.203125,-122.55859375
1676890775.90875,-57.12890625,-33.203125,-35.15625,-33.203125,-179.19921875
1676890775.9126563,-86.9140625,-34.66796875,-38.0859375,-28.80859375,78.61328125
1676890775.9165626,5.859375,-38.57421875,-34.66796875,-23.4375,275.390625
1676890775.9204688,51.7578125,-38.0859375,-37.109375,-26.3671875,40.52734375
1676890775.924375,38.0859375,-29.296875,-41.015625,-30.2734375,-44.43359375
1676890775.9282813,35.15625,-20.01953125,-35.15625,-20.01953125,43.45703125
1676890775.9321876,-15.13671875,-20.99609375,-26.3671875,-6.34765625,267.08984375
1676890775.9360938,-44.921875,-34.1796875,-37.59765625,-27.83203125,109.86328125
1676890775.953125,-9.27734375,-41.9921875,-43.9453125,-38.0859375,-125.48828125
1676890775.9570312,-1.953125,-40.52734375,-33.69140625,-34.1796875,-108.3984375
1676890775.9609375,-47.36328125,-41.9921875,-32.71484375,-38.57421875,-79.1015625
1676890775.9648438,-66.89453125,-41.9921875,-32.2265625,-40.0390625,-118.65234375
1676890775.96875,-48.33984375,-36.1328125,-31.73828125,-37.109375,-120.1171875
1676890775.9726562,-4.8828125,-32.2265625,-27.34375,-28.80859375,-11.71875
1676890775.9765625,-1.953125,-38.0859375,-34.66796875,-27.34375,-7.8125
1676890775.9804688,1.46484375,-43.45703125,-49.8046875,-20.01953125,-57.12890625
1676890775.984375,23.4375,-43.45703125,-41.50390625,-15.625,-87.40234375
1676890775.9882812,4.39453125,-39.0625,-27.83203125,-24.4140625,85.9375
1676890775.9921875,26.3671875,-32.71484375,-32.2265625,-38.57421875,50.29296875
1676890775.9960938,58.10546875,-34.1796875,-32.71484375,-36.62109375,-108.3984375
1676890775.998125,21.97265625,-45.41015625,-24.90234375,-24.90234375,-21.484375
1676890776.0020313,-26.3671875,-49.31640625,-29.296875,-36.62109375,49.8046875
1676890776.0059376,-50.29296875,-48.828125,-27.34375,-31.73828125,-46.875
1676890776.0098438,-55.17578125,-54.19921875,-17.578125,-22.4609375,-153.3203125
1676890776.01375,-1.953125,-56.15234375,-21.484375,-29.78515625,-78.61328125
1676890776.0176563,26.3671875,-50.29296875,-26.3671875,-24.4140625,109.86328125
1676890776.0215626,-5.37109375,-43.45703125,-24.90234375,-14.16015625,56.15234375
1676890776.0254688,-49.8046875,-44.43359375,-20.01953125,-13.671875,-72.75390625
1676890776.029375,-59.08203125,-50.29296875,-20.01953125,-13.18359375,76.66015625
1676890776.0332813,-20.5078125,-43.9453125,-17.578125,5.859375,419.43359375
1676890776.0371876,-17.08984375,-46.875,-16.11328125,0.48828125,184.08203125
1676890776.0410938,-38.0859375,-55.17578125,-27.34375,-18.5546875,-202.1484375
1676890776.043125,-32.2265625,-47.36328125,-25.87890625,-14.16015625,-115.72265625
1676890776.0470312,-12.6953125,-41.015625,-23.4375,-18.06640625,-125.48828125
1676890776.0509374,13.671875,-50.78125,-27.34375,-22.4609375,-210.9375
1676890776.0548437,27.83203125,-48.33984375,-24.90234375,-16.11328125,-163.0859375
1676890776.05875,34.1796875,-38.57421875,-29.78515625,-13.671875,-76.66015625
1676890776.0626562,31.73828125,-34.66796875,-29.78515625,-14.6484375,-51.26953125
1676890776.0665624,23.92578125,-36.1328125,-23.4375,-21.484375,-37.59765625
1676890776.0704687,10.7421875,-41.9921875,-30.2734375,-31.73828125,-102.05078125
1676890776.074375,-11.23046875,-36.1328125,-26.3671875,-20.5078125,125.9765625
1676890776.0782812,-27.34375,-36.1328125,-25.87890625,-15.13671875,217.7734375
1676890776.0821874,-74.21875,-39.55078125,-35.15625,-39.0625,-106.4453125
1676890776.0860937,-101.5625,-41.9921875,-37.59765625,-41.015625,-127.9296875
1676890776.088125,-96.19140625,-46.38671875,-32.71484375,-32.2265625,-48.828125
1676890776.0920312,-81.54296875,-45.8984375,-30.76171875,-36.62109375,-87.890625
1676890776.0959375,-83.49609375,-36.62109375,-30.2734375,-31.73828125,-143.06640625
1676890776.0998437,-102.05078125,-28.3203125,-24.90234375,-25.87890625,-67.3828125
1676890776.10375,-102.05078125,-27.34375,-25.390625,-19.53125,-72.75390625
1676890776.1076562,-83.49609375,-30.76171875,-30.2734375,-18.06640625,-79.1015625
1676890776.1115625,-55.17578125,-41.50390625,-30.76171875,-20.01953125,-61.03515625
1676890776.1154687,-45.41015625,-56.640625,-27.83203125,-11.23046875,39.0625
1676890776.119375,-38.57421875,-55.17578125,-22.4609375,2.44140625,503.90625
1676890776.1232812,-33.203125,-41.015625,-25.390625,-0.9765625,370.1171875
1676890776.1271875,-62.5,-41.015625,-33.203125,-19.53125,-149.4140625
1676890776.1310937,-74.21875,-47.36328125,-31.73828125,-23.92578125,-132.32421875
1676890776.133125,-36.1328125,-49.31640625,-33.69140625,-26.85546875,-79.58984375
1676890776.1370313,36.1328125,-45.41015625,-38.57421875,-28.80859375,-190.4296875
1676890776.1409376,111.81640625,-37.59765625,-33.69140625,-23.92578125,-222.65625
1676890776.1448438,133.30078125,-31.73828125,-29.78515625,-19.04296875,-159.66796875
1676890776.14875,61.03515625,-32.2265625,-29.78515625,-14.16015625,-100.09765625
1676890776.1526563,-25.390625,-35.64453125,-28.80859375,-11.71875,-89.35546875
1676890776.1565626,-35.64453125,-37.59765625,-32.71484375,-16.11328125,-104.98046875
1676890776.1604688,-61.5234375,-38.0859375,-35.64453125,-4.39453125,241.2109375
1676890776.164375,-73.2421875,-41.015625,-31.73828125,-6.8359375,237.3046875
1676890776.1682813,-73.73046875,-36.62109375,-34.1796875,-23.92578125,-129.39453125
1676890776.1721876,-55.6640625,-32.2265625,-31.25,-19.04296875,-9.765625
1676890776.1760938,-12.20703125,-35.64453125,-25.87890625,-13.18359375,122.0703125
1676890776.193125,-37.109375,-34.66796875,-33.69140625,-18.5546875,-65.91796875
1676890776.1970313,-69.82421875,-37.59765625,-38.0859375,-24.90234375,-132.32421875
1676890776.2009375,-38.57421875,-39.0625,-38.0859375,-21.484375,-56.15234375
1676890776.2048438,-31.25,-36.1328125,-39.55078125,-19.04296875,-46.875
1676890776.20875,-26.85546875,-43.9453125,-38.57421875,-20.5078125,-144.04296875
1676890776.2126563,-1.953125,-43.45703125,-37.59765625,-21.484375,-101.07421875
1676890776.2165625,-31.73828125,-30.2734375,-34.66796875,-13.671875,66.40625
1676890776.2204688,-55.17578125,-28.80859375,-30.76171875,7.32421875,336.9140625
1676890776.224375,-35.15625,-39.0625,-33.69140625,-8.30078125,147.94921875
1676890776.2282813,-39.55078125,-45.41015625,-39.55078125,-28.3203125,-208.984375
1676890776.2321875,-27.83203125,-54.19921875,-38.57421875,-20.99609375,-39.55078125
1676890776.2360938,21.484375,-52.734375,-33.203125,-24.90234375,20.99609375
1676890776.238125,20.01953125,-41.9921875,-35.64453125,-28.3203125,-117.67578125
1676890776.2420313,-11.23046875,-41.015625,-38.0859375,-21.97265625,-67.3828125
1676890776.2459376,-15.625,-38.0859375,-31.25,-19.04296875,87.40234375
1676890776.2498438,-48.828125,-35.64453125,-31.25,-20.01953125,-10.7421875
1676890776.25375,-99.12109375,-33.203125,-34.1796875,-16.6015625,-140.625
1676890776.2576563,-97.16796875,-27.34375,-31.73828125,-10.25390625,-27.83203125
1676890776.2615626,-66.89453125,-26.85546875,-35.15625,-6.8359375,26.3671875
1676890776.2654688,-65.4296875,-29.78515625,-38.0859375,-14.16015625,-82.03125
1676890776.269375,-78.125,-29.296875,-36.62109375,-23.4375,-139.16015625
1676890776.2732813,-103.515625,-29.78515625,-35.15625,-26.85546875,-121.09375
1676890776.2771876,-116.69921875,-29.296875,-30.76171875,-20.99609375,165.0390625
1676890776.2810938,-100.09765625,-32.2265625,-34.66796875,-22.94921875,159.1796875
1676890776.268125,-84.47265625,-38.57421875,-40.52734375,-34.1796875,-152.34375
1676890776.2720313,-78.61328125,-31.73828125,-38.57421875,-31.73828125,-93.75
1676890776.2759376,-61.5234375,-30.2734375,-36.1328125,-29.78515625,-32.71484375
1676890776.2798438,-23.92578125,-34.66796875,-39.0625,-29.296875,-96.6796875
1676890776.28375,8.7890625,-32.71484375,-37.109375,-21.97265625,-198.2421875
1676890776.2876563,30.2734375,-30.76171875,-27.83203125,-8.7890625,27.83203125
1676890776.2915626,34.66796875,-29.78515625,-28.3203125,-6.8359375,108.3984375
1676890776.2954688,35.64453125,-33.203125,-34.1796875,-13.671875,-83.984375
1676890776.299375,46.38671875,-36.62109375,-38.57421875,-19.04296875,-20.99609375
1676890776.3032813,5.37109375,-33.203125,-48.828125,-19.04296875,93.75
1676890776.3071876,-34.1796875,-27.83203125,-44.921875,-0.48828125,397.94921875
1676890776.3110938,-49.8046875,-30.2734375,-38.0859375,-4.39453125,282.2265625
1676890776.330125,-50.78125,-35.64453125,-45.41015625,-28.80859375,-114.74609375
